time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
1.085,-0.9125,-155.9625,-1.975,14.625,-1104.125,-196.875,1121.6353,31.9727,89.5509,600
1.086,-0.2625,-155.375,-2.05,-7.25,-1089.25,-150.125,1099.5707,31.977,89.5586,600
1.087,-0.1,-154.8875,-2.0875,-82.625,-1058,-93.25,1065.3105,31.9813,89.5663,600
1.088,-0.3,-154.55,-2.3125,-134.625,-1028,-49.125,1037.9408,31.9684,89.5432,600
1.089,-0.55,-154.6875,-2.45,-240.125,-991.625,-37.125,1020.9596,31.977,89.5586,600
1.09,-0.5125,-154.9875,-2.5875,-292.625,-940.5,-35.125,985.598,31.977,89.5586,600
1.091,-0.8375,-155.5375,-2.5,-315.25,-895.625,-47.625,950.6813,31.977,89.5586,600
1.092,-1.4375,-156.1625,-2.4,-324.25,-870.75,-71.625,931.9194,31.977,89.5586,600
1.093,-1.95,-156.5875,-2.525,-274.125,-876.5,-111.25,925.0802,31.9727,89.5509,600
1.094,-2.1375,-157.0625,-2.55,-266.25,-897.875,-140.75,947.037,31.977,89.5586,600
1.095,-2.025,-157.375,-2.675,-163.75,-935.125,-163.25,963.2878,31.9727,89.5509,600
1.096,-2.075,-157.6875,-2.35,-108.25,-966.625,-185.5,990.1981,31.977,89.5586,600
1.097,-2.0875,-157.625,-2.0875,-10,-1017,-212.875,1039.0884,31.977,89.5586,600
1.098,-1.8375,-157.425,-1.7375,22.25,-1048.125,-226.125,1072.4708,31.9727,89.5509,600
1.099,-1.4875,-157.05,-1.725,33.5,-1076.25,-221.125,1099.2418,31.9684,89.5432,600
1.1,-1.1875,-156.55,-1.85,55.625,-1109.375,-205.375,1129.5955,31.9727,89.5509,600
1.101,-0.8,-156.0625,-1.925,22.75,-1106.875,-184.5,1122.377,31.977,89.5586,600
1.102,-0.3625,-155.575,-2.1375,16.5,-1100.75,-141.875,1109.9781,31.977,89.5586,600
1.103,-0.175,-155.025,-2.2875,-35.625,-1079.125,-99.5,1084.2879,31.9727,89.5509,600
1.104,-0.175,-154.65,-2.3625,-105.375,-1051.625,-63.875,1058.8196,31.977,89.5586,600
1.105,-0.1875,-154.5,-2.4125,-181.625,-1021.25,-36.75,1037.9257,31.977,89.5586,600
1.106,-0.2625,-154.6875,-2.5,-287.375,-961.625,-15,1003.759,31.977,89.5586,600
1.107,-0.625,-155.2625,-2.6,-329.875,-904,-10.75,962.3664,31.9727,89.5509,600
1.108,-1.3125,-156.125,-2.4875,-377.375,-858.75,-43.125,939.0012,31.977,89.5586,600
1.109,-1.8875,-156.75,-2.4875,-334.875,-855,-96.25,923.2715,31.977,89.5586,600
1.11,-2.0625,-157.3625,-2.475,-290.625,-869.75,-131.875,926.4551,31.977,89.5586,600
1.111,-1.9625,-157.7125,-2.5125,-223.875,-894.375,-141,932.6884,31.977,89.5586,600
1.112,-2.1125,-157.9125,-2.525,-141.75,-934.125,-153.75,957.2469,31.977,89.5586,600
1.113,-2.5125,-158.1125,-2.2125,-80.375,-977.125,-196.125,999.8492,31.9727,89.5509,600
1.114,-2.4,-158.0375,-1.9375,1.625,-1035,-238.5,1062.1252,31.9813,89.5663,600
1.115,-1.85,-157.825,-1.65,31,-1076.75,-249.875,1105.7979,31.977,89.5586,600
1.116,-1.2875,-157.4875,-1.6625,44.125,-1100,-222.75,1123.1939,31.9727,89.5509,600
1.117,-1.2125,-156.95,-1.75,61.125,-1126.75,-205.75,1147.0113,31.977,89.5586,600
1.118,-1.0125,-156.425,-1.9125,18,-1117.5,-192.875,1134.1653,31.9727,89.5509,600
1.119,-0.425,-155.7875,-2.1875,29.5,-1112.375,-164.75,1124.896,31.9727,89.5509,600
1.12,-0.05,-155.375,-2.1875,-54.5,-1077,-113.625,1084.3477,31.9727,89.5509,600
1.121,0,-154.9625,-2.3125,-94.125,-1040,-61.875,1046.0822,31.977,89.5586,600
1.122,-0.3125,-154.8625,-2.35,-202.125,-998.75,-35.875,1019.6289,31.9684,89.5432,600
1.123,-0.4375,-155,-2.525,-282,-941.125,-33.875,983.0502,31.977,89.5586,600
1.124,-0.625,-155.5,-2.6,-314.5,-894.25,-47.25,949.1185,31.977,89.5586,600
1.125,-1.1375,-156.2625,-2.4875,-355.125,-856.125,-67.625,929.3207,31.977,89.5586,600
1.126,-1.675,-156.85,-2.4125,-278.25,-856.625,-99.25,906.1347,31.9727,89.5509,600
1.127,-2.0375,-157.3875,-2.2375,-274.25,-868.625,-130.625,920.2094,31.9727,89.5509,600
1.128,-2.0875,-157.6125,-2.325,-184.25,-910.5,-156.25,942.0044,31.9727,89.5509,600
1.129,-2.125,-157.9125,-2.225,-133.625,-949.375,-177.625,975.0483,31.977,89.5586,600
1.13,-2.1375,-158,-2.1125,-53,-989.25,-198.375,1010.3352,31.977,89.5586,600
1.131,-1.9875,-157.7625,-1.9625,28.5,-1043.875,-210.25,1065.2194,31.977,89.5586,600
1.132,-1.725,-157.3875,-1.725,40.875,-1081.25,-214.75,1103.1273,31.9727,89.5509,600
1.133,-1.2625,-156.9375,-1.775,63.875,-1107.125,-201.25,1127.0791,31.9727,89.5509,600
1.134,-1.0375,-156.4,-1.8625,39.125,-1123.75,-183.5,1139.3055,31.9727,89.5509,600
1.135,-0.7875,-155.825,-2.15,5.375,-1107.375,-152.5,1117.8392,31.9684,89.5432,600
1.136,-0.45,-155.3625,-2.325,-22.375,-1093.75,-112.125,1099.7098,31.9684,89.5432,600
1.137,-0.35,-155.075,-2.35,-104,-1065.875,-80.125,1073.9299,31.9727,89.5509,600
1.138,-0.2625,-154.775,-2.5,-146.75,-1029.5,-51.625,1041.1873,31.977,89.5586,600
1.139,-0.2875,-154.9,-2.525,-251.75,-979.875,-30.25,1012.1503,31.9727,89.5509,600
1.14,-0.45,-155.3125,-2.6625,-291.25,-922.75,-16.875,967.7701,31.977,89.5586,600
1.141,-0.9125,-155.9,-2.55,-321.5,-877.5,-26.875,934.9282,31.977,89.5586,600
1.142,-1.475,-156.5625,-2.4875,-327.5,-845.5,-58.75,908.6133,31.977,89.5586,600
1.143,-2.025,-157.075,-2.525,-265.75,-849.25,-105.625,896.1056,31.977,89.5586,600
1.144,-2.3,-157.5625,-2.4125,-241.75,-872.25,-143.25,916.3971,31.977,89.5586,600
1.145,-2.2625,-157.7875,-2.4,-157.25,-917.25,-167.875,945.6517,31.9727,89.5509,600
1.146,-2.4875,-158.0375,-2.175,-118,-962.625,-196.375,989.512,31.977,89.5586,600
1.147,-2.4375,-157.975,-2.125,-25.625,-1016.75,-234.375,1043.7283,31.977,89.5586,600
1.148,-2.1375,-157.775,-1.9375,40.125,-1072.125,-259.5,1103.8126,31.9727,89.5509,600
1.149,-1.6625,-157.3625,-1.8125,53.5,-1113,-261.625,1144.5868,31.977,89.5586,600
1.15,-1.15,-156.7625,-1.9,91.75,-1132.875,-235.75,1160.7764,31.9727,89.5509,600
1.151,-0.8625,-156.1125,-1.8625,40,-1127,-211.375,1147.3484,31.9727,89.5509,600
1.152,-0.6375,-155.325,-2.0875,43.25,-1113.375,-191.375,1130.5303,31.977,89.5586,600
1.153,-0.425,-154.775,-2.2375,-13.25,-1081,-172.625,1094.7767,31.977,89.5586,600
1.154,-0.3375,-154.3625,-2.475,-68.625,-1035.625,-142.875,1047.684,31.9727,89.5509,600
1.155,-0.45,-154.0375,-2.6625,-102,-989,-117.5,1001.1649,31.9727,89.5509,600
1.156,-0.775,-153.9375,-2.575,-176.625,-937.375,-117.5,961.0799,31.9727,89.5509,600
1.157,-1.15,-153.85,-2.5875,-190.75,-903.25,-143.25,934.2198,31.977,89.5586,600
1.158,-1.5625,-153.975,-2.5,-207.875,-863.5,-188.125,907.874,31.9813,89.5663,600
1.159,-1.875,-154.15,-2.475,-180.25,-844.5,-231.5,894.0149,31.9727,89.5509,600
1.16,-2.2875,-154.2,-2.35,-98.625,-856.75,-281.375,907.149,31.977,89.5586,600
1.161,-2.725,-154.075,-2.15,-40.125,-881.625,-335.875,944.2906,31.977,89.5586,600
1.162,-2.9125,-153.525,-2.175,86.25,-936.125,-384.75,1015.7764,31.9813,89.5663,600
1.163,-2.85,-152.925,-2.1,158.625,-985.625,-428.75,1086.4829,31.977,89.5586,600
1.164,-2.6625,-151.9,-2.025,240,-1036.125,-465.75,1161.0676,31.977,89.5586,600
1.165,-2.3125,-150.65,-1.8,300.75,-1080.25,-497.75,1226.8438,31.977,89.5586,600
1.166,-1.9125,-149.3625,-1.5875,321.25,-1108.875,-523.125,1267.464,31.9727,89.5509,600
1.167,-1.45,-147.9,-1.5875,365.375,-1132,-532.375,1303.2061,31.977,89.5586,600
1.168,-1.075,-146.3375,-1.625,315.625,-1123,-530,1281.2682,31.977,89.5586,600
1.169,-0.8,-144.5375,-1.9875,314.625,-1117,-525.125,1273.7481,31.977,89.5586,600
1.17,-0.5625,-143.0375,-2.1375,228.625,-1091,-516.125,1228.3873,31.977,89.5586,600
1.171,-0.225,-141.575,-2.2375,189.75,-1054.25,-488.875,1177.4748,31.977,89.5586,600
1.172,-0.1125,-140.2375,-2.275,163.375,-1015,-459.25,1125.9782,31.977,89.5586,600
1.173,-0.3875,-139.125,-2.35,95.75,-965.25,-446.625,1067.8715,31.9727,89.5509,600
1.174,-0.6,-138.0875,-2.5375,120,-934,-448.375,1042.9747,31.977,89.5586,600
1.175,-0.775,-137.2125,-2.4125,103.625,-893.125,-449.75,1005.3285,31.9727,89.5509,600
1.176,-1.0375,-136.15,-2.4,150.625,-867.125,-444.5,985.9888,31.977,89.5586,600
1.177,-1.5375,-135.025,-2.3375,193,-858.25,-448.625,987.4748,31.9727,89.5509,600
1.178,-2.0625,-133.925,-2.25,230.125,-866.625,-478.25,1016.2281,31.9684,89.5432,600
1.179,-2.3,-132.7375,-2.1875,293.125,-895.25,-518.75,1075.4052,31.977,89.5586,600
1.18,-2.275,-131.35,-2,364.625,-925.625,-557.75,1140.5341,31.9684,89.5432,600
1.181,-2.2375,-129.875,-1.7625,419.625,-959.875,-588,1201.3281,31.977,89.5586,600
1.182,-2.1625,-128.175,-1.5375,462,-1003,-615,1263.9929,31.977,89.5586,600
1.183,-1.9375,-126.3125,-1.325,476.625,-1037.625,-639.5,1308.7388,31.9727,89.5509,600
1.184,-1.5125,-124.4125,-1.2375,475.625,-1060,-654.125,1333.3037,31.9684,89.5432,600
1.185,-1.1625,-122.5,-1.1375,472,-1073.375,-657.25,1344.2081,31.977,89.5586,600
1.186,-0.95,-120.5375,-1.125,469.125,-1085.875,-651.75,1350.5483,31.9727,89.5509,600
1.187,-0.7125,-118.5125,-1.2,424.5,-1098.75,-638.25,1339.707,31.977,89.5586,600
1.188,-0.3125,-116.5875,-1.4125,353.875,-1099.5,-614.5,1308.3341,31.9727,89.5509,600
1.189,0.0125,-114.85,-1.6,295.125,-1094,-586.125,1275.7262,31.9727,89.5509,600
1.19,0.1,-113.275,-1.6625,236,-1077.125,-557.25,1235.4845,31.9727,89.5509,600
1.191,0.1875,-111.7875,-1.7375,188.625,-1041.5,-519.625,1179.1148,31.977,89.5586,600
1.192,0.1375,-110.5,-1.9,165,-1019.875,-481.5,1139.8299,31.9727,89.5509,600
1.193,0.0125,-109.375,-2.0875,138.625,-983.875,-450.375,1090.9008,31.9727,89.5509,600
1.194,-0.175,-108.3375,-2.2875,146.5,-949.5,-430.875,1052.932,31.977,89.5586,600
1.195,-0.45,-107.3,-2.425,173.25,-929.625,-424.25,1036.4392,31.9727,89.5509,600
1.196,-0.6375,-106.1,-2.5125,233.625,-904.25,-418.875,1023.5746,31.9684,89.5432,600
1.197,-0.95,-104.95,-2.425,277.75,-894.125,-412.625,1023.1637,31.9727,89.5509,600
1.198,-1.275,-103.6,-2.2875,321.375,-888.375,-420.5,1034.0756,31.977,89.5586,600
1.199,-1.5875,-102.175,-2.0625,365.875,-880.875,-446.375,1053.1172,31.9727,89.5509,600
1.2,-1.8625,-100.8,-1.825,404.875,-885.75,-482.625,1086.924,31.9727,89.5509,600
1.201,-1.925,-99.3125,-1.6375,451.375,-898.25,-516.375,1130.1485,31.9727,89.5509,600
1.202,-1.975,-97.6875,-1.3875,475.75,-919.75,-546.75,1170.9883,31.977,89.5586,600
1.203,-2.0125,-95.975,-1.025,496.5,-948,-578.25,1216.3837,31.977,89.5586,600
1.204,-2.0625,-94.1125,-0.6875,507,-984.875,-621.875,1270.3371,31.9684,89.5432,600
1.205,-1.775,-92.15,-0.4375,499.375,-1022.5,-661.375,1316.1681,31.9727,89.5509,600
1.206,-1.3625,-90.3,-0.225,490,-1054.875,-677.875,1346.2451,31.977,89.5586,600
1.207,-1.05,-88.4,-0.0375,474.125,-1070.625,-682.375,1355.2373,31.977,89.5586,600
1.208,-0.975,-86.3625,0.05,466,-1085.375,-692.25,1369.0891,31.9727,89.5509,600
1.209,-0.9125,-84.275,-0.025,421.125,-1099.5,-712.625,1376.2561,31.9727,89.5509,600
1.21,-0.6375,-82.2375,-0.275,395.375,-1123.625,-722.25,1393.0182,31.977,89.5586,600
1.211,-0.025,-80.25,-0.525,351.5,-1142.125,-703,1386.4382,31.9684,89.5432,600
1.212,0.4875,-78.2875,-0.9625,322.125,-1138.625,-660,1354.9286,31.9727,89.5509,600
1.213,0.525,-76.4875,-1.325,292.5,-1121.375,-633,1320.5026,31.977,89.5586,600
1.214,0.525,-74.8125,-1.625,304.5,-1095,-620,1294.6603,31.9684,89.5432,600
1.215,0.8625,-73.2125,-1.7875,299.75,-1057.75,-596.625,1250.8583,31.9727,89.5509,600
1.216,1.25,-71.6125,-1.975,300.625,-1013.25,-544.25,1188.8057,31.9727,89.5509,600
1.217,1.075,-70,-2.175,319,-963.25,-490.125,1126.8691,31.9727,89.5509,600
1.218,0.425,-68.4875,-2.35,316.625,-920.125,-472.125,1081.5653,31.9727,89.5509,600
1.219,0.025,-67.025,-2.4375,366.25,-902.25,-477.5,1084.5277,31.977,89.5586,600
1.22,0.1625,-65.6,-2.3,381.5,-883.5,-458,1065.776,31.9727,89.5509,600
1.221,0.3375,-64.1625,-2.0875,402.75,-873.25,-402,1042.2942,31.977,89.5586,600
1.222,-0.05,-62.75,-1.7875,407.375,-860.75,-352.625,1015.4749,31.9813,89.5663,600
1.223,-0.725,-61.35,-1.575,433.125,-849.75,-352.875,1016.9528,31.977,89.5586,600
1.224,-1.1625,-59.9875,-1.15,450.25,-850.625,-383.5,1036.031,31.9684,89.5432,600
1.225,-1.1375,-58.5625,-0.7125,460.875,-853.25,-398.25,1048.3532,31.977,89.5586,600
1.226,-1.2875,-57.075,-0.3875,463.375,-865.125,-386.625,1054.8159,31.977,89.5586,600
1.227,-1.85,-55.45,-0.1375,442.375,-903.5,-395.375,1080.8928,31.9727,89.5509,600
1.228,-2.3,-53.825,-0.0625,418.75,-953.125,-446.875,1132.9149,31.9727,89.5509,600
1.229,-2.325,-52.225,0.075,388.125,-1001.125,-509.375,1188.4255,31.977,89.5586,600
1.23,-1.8625,-50.6375,0.1625,375,-1037.25,-537,1226.7361,31.9684,89.5432,600
1.231,-1.5375,-49.125,0.1625,343.625,-1057,-540.625,1235.9622,31.977,89.5586,600
1.232,-1.6875,-47.625,0.075,328.125,-1084.125,-570.75,1268.3645,31.977,89.5586,600
1.233,-1.8,-45.95,-0.125,333.375,-1113.5,-635,1324.4796,31.9727,89.5509,600
1.234,-1.2375,-44.2375,-0.275,325.25,-1139.75,-689.875,1371.4026,31.977,89.5586,600
1.235,-0.2625,-42.3625,-0.5125,349,-1144.375,-689.75,1380.9961,31.977,89.5586,600
1.236,0.0375,-40.5125,-0.675,363.75,-1128.125,-662.375,1357.8368,31.977,89.5586,600
1.237,-0.0875,-38.725,-0.875,376.25,-1118.875,-653.875,1349.4435,31.9684,89.5432,600
1.238,0.0125,-36.9375,-1.0375,395.625,-1110,-676,1358.5268,31.977,89.5586,600
1.239,0.6375,-35.1125,-1.2125,418.625,-1090,-678,1350.1966,31.9727,89.5509,600
1.24,1.2625,-33.3125,-1.35,447,-1047.875,-635.875,1304.6793,31.977,89.5586,600
1.241,1.3125,-31.4625,-1.275,464.625,-998.75,-586.25,1247.8249,31.977,89.5586,600
1.242,0.875,-29.4625,-1.1375,496.875,-963.75,-569.5,1224.7567,31.977,89.5586,600
1.243,0.6875,-27.6125,-0.95,500.875,-937.625,-576.625,1209.344,31.977,89.5586,600
1.244,1.0375,-25.7875,-0.9,509.125,-917.125,-556.25,1187.325,31.9727,89.5509,600
1.245,1.325,-24.05,-0.6625,498.25,-886.875,-500.375,1133.6558,31.9727,89.5509,600
1.246,0.925,-22.325,-0.375,484.625,-871.875,-446.375,1092.8303,31.977,89.5586,600
1.247,0.2,-20.6625,-0.0625,454.75,-878.375,-435.125,1080.5896,31.977,89.5586,600
1.248,0.0375,-19.175,0.175,425,-895,-437.625,1083.1277,31.977,89.5586,600
1.249,0.5,-17.8875,0.3875,387.5,-907.125,-412.375,1069.1516,31.9727,89.5509,600
1.25,0.625,-16.6375,0.6125,349,-907.5,-353.625,1034.6052,31.977,89.5586,600
1.251,0.0875,-15.45,0.7125,315.5,-913.375,-312.375,1015.565,31.977,89.5586,600
1.252,-0.45,-14.2875,0.8125,290.5,-936.125,-309.625,1027.9046,31.977,89.5586,600
1.253,-0.4875,-13.175,0.875,245.5,-968,-317.25,1047.8272,31.9813,89.5663,600
1.254,-0.1875,-12.1375,0.825,198,-991.375,-292.75,1052.488,31.977,89.5586,600
1.255,-0.1375,-11.2625,0.6625,149.75,-1014.375,-247.625,1054.8459,31.977,89.5586,600
1.256,-0.5625,-10.4875,0.55,104.25,-1052,-226.125,1081.0664,31.9727,89.5509,600
1.257,-0.7375,-9.875,0.4125,69.5,-1090,-240.25,1118.3248,31.977,89.5586,600
1.258,-0.325,-9.325,0.325,46.375,-1114,-248.5,1142.3217,31.977,89.5586,600
1.259,0.2875,-8.825,0.05,33.875,-1115.875,-215.125,1136.9271,31.9684,89.5432,600
1.26,0.475,-8.35,-0.35,36.25,-1103.25,-163.75,1115.925,31.9727,89.5509,600
1.261,0.2125,-7.975,-0.65,42.25,-1094.875,-140.75,1104.6931,31.977,89.5586,600
1.262,0.1125,-7.4875,-0.875,47.5,-1087.25,-153,1098.9895,31.977,89.5586,600
1.263,0.475,-6.9,-1.025,64.25,-1073.375,-155.875,1086.5353,31.9727,89.5509,600
1.264,0.825,-6.5,-1.0625,53.375,-1043.5,-126.875,1052.539,31.977,89.5586,600
1.265,0.725,-6.1875,-1.2,63.25,-1015.25,-91.75,1021.3477,31.9727,89.5509,600
1.266,0.4,-5.85,-1.2375,62.625,-995.375,-87.75,1001.196,31.977,89.5586,600
1.267,0.4,-5.575,-1.2375,72.5,-985.625,-103.125,993.6537,31.9727,89.5509,600
1.268,0.775,-5.3625,-1.1625,82,-967.5,-96.625,975.7646,31.9727,89.5509,600
1.269,1,-5.2,-0.9125,91.875,-937.625,-62,944.1534,31.9727,89.5509,600
1.27,0.6375,-5,-0.65,103.75,-917.875,-34.5,924.364,31.9684,89.5432,600
1.271,0.1,-4.7875,-0.4125,96.125,-910.875,-46.375,917.1063,31.9684,89.5432,600
1.272,0.05,-4.525,-0.2625,101.125,-914.875,-70.75,923.162,31.9684,89.5432,600
1.273,0.35,-4.3125,0,91.5,-916.125,-69.25,923.2837,31.9727,89.5509,600
1.274,0.425,-3.9875,0.2,90.625,-913.125,-42.5,918.5948,31.977,89.5586,600
1.275,-0.1125,-3.7875,0.3875,71.5,-920.75,-34.5,924.1661,31.977,89.5586,600
1.276,-0.6125,-3.6125,0.4875,48,-945.375,-64,948.7539,31.9684,89.5432,600
1.277,-0.6125,-3.525,0.625,26.875,-974.125,-101.625,979.7803,31.977,89.5586,600
1.278,-0.25,-3.4125,0.6875,16.125,-996.875,-107.375,1002.7707,31.9727,89.5509,600
1.279,-0.2,-3.15,0.6375,4.5,-1011.375,-90.125,1015.3926,31.977,89.5586,600
1.28,-0.4125,-2.8875,0.575,1.625,-1029.75,-85.625,1033.3051,31.9727,89.5509,600
1.281,-0.65,-2.775,0.525,-2.375,-1050.875,-108.75,1056.4897,31.9727,89.5509,600
1.282,-0.425,-2.7125,0.4375,1.75,-1063.75,-129,1071.5447,31.9684,89.5432,600
1.283,0.0125,-2.5625,0.2875,0.625,-1061.625,-114.25,1067.7552,31.977,89.5586,600
1.284,0.175,-2.225,0.1125,3.75,-1053.25,-78.25,1056.1594,31.9684,89.5432,600
1.285,-0.05,-1.925,0,6.25,-1051.25,-59.75,1052.9652,31.9684,89.5432,600
1.286,-0.1125,-1.7875,-0.1,15,-1058.25,-63.5,1060.2595,31.977,89.5586,600
1.287,0.35,-1.6875,-0.15,21.875,-1058.75,-58.5,1060.5906,31.9727,89.5509,600
1.288,0.8875,-1.6125,-0.1125,28,-1042.25,-16.375,1042.7546,31.977,89.5586,600
1.289,1.025,-1.4625,-0.2625,52.875,-1020.375,40.625,1022.5514,31.977,89.5586,600
1.29,0.7375,-1.2875,-0.3625,62.625,-1003.875,74.25,1008.5633,31.977,89.5586,600
1.291,0.675,-1.0625,-0.4,75.875,-996,88.625,1002.8098,31.9727,89.5509,600
1.292,1,-0.9,-0.3125,83.25,-983.875,118.375,994.4613,31.9727,89.5509,600
1.293,1.1875,-0.7625,-0.3125,92.875,-967,176.625,987.3759,31.977,89.5586,600
1.294,0.9375,-0.6625,-0.3375,111.625,-958.25,233.25,992.5265,31.977,89.5586,600
1.295,0.45,-0.6,-0.3375,109.75,-961,256.125,1000.5829,31.9727,89.5509,600
1.296,0.4,-0.4,-0.2375,125.375,-967.625,263.5,1010.6677,31.9727,89.5509,600
1.297,0.7125,-0.225,-0.1,126.5,-968,286,1017.2621,31.977,89.5586,600
1.298,0.65,-0.125,-0.075,108.5,-963.125,325.875,1022.5344,31.977,89.5586,600
1.299,0.2,-0.1,-0.0875,91.375,-966.5,350.875,1032.2717,31.9727,89.5509,600
1.3,-0.2,-0.1,-0.075,68.625,-977.5,347.25,1039.6144,31.9684,89.5432,600
1.301,-0.15,-0.1,-0.125,61.875,-994.125,337.5,1051.6745,31.9684,89.5432,600
1.302,0.1625,-0.15,-0.1125,46.25,-1002.875,348.875,1062.8316,31.9727,89.5509,600
1.303,0.2625,-0.25,-0.1125,32.75,-1006.75,374.875,1074.7788,31.9727,89.5509,600
1.304,-0.1125,-0.3625,-0.175,44.5,-1011.875,385.125,1083.6016,31.9684,89.5432,600
1.305,-0.3875,-0.5375,-0.2375,30.875,-1020.875,373.75,1087.579,31.9684,89.5432,600
1.306,-0.2375,-0.6125,-0.2875,24,-1028.625,362.875,1091.0195,31.9684,89.5432,600
1.307,0.1125,-0.7125,-0.2875,33.125,-1025.25,374.375,1091.9668,31.9684,89.5432,600
1.308,0.1625,-0.8625,-0.3375,23.375,-1019,397.625,1094.0809,31.977,89.5586,600
1.309,-0.2,-0.9,-0.4125,41.125,-1024.375,403.75,1101.8391,31.977,89.5586,600
1.31,-0.4125,-1.0125,-0.4625,35.625,-1030.625,385,1100.7643,31.9727,89.5509,600
1.311,-0.1125,-1.1875,-0.425,46.125,-1037.5,371.5,1102.9714,31.9727,89.5509,600
1.312,0.3375,-1.375,-0.425,60,-1028.125,390,1101.2452,31.977,89.5586,600
1.313,0.4125,-1.475,-0.4,72.75,-1012.5,420.5,1098.758,31.9727,89.5509,600
1.314,0.125,-1.525,-0.35,86.25,-1003,432.75,1095.774,31.977,89.5586,600
1.315,0.0875,-1.5875,-0.3375,98.75,-998.375,422.5,1088.5819,31.977,89.5586,600
1.316,0.3875,-1.6125,-0.225,107.25,-989.5,421.375,1080.819,31.9727,89.5509,600
1.317,0.5125,-1.6125,-0.0875,100.375,-978.625,447.25,1080.6547,31.9684,89.5432,600
1.318,0.2875,-1.6875,0.025,106.25,-972.25,474.75,1087.1737,31.977,89.5586,600
1.319,0.05,-1.6875,0.0375,101.625,-980.5,480.375,1096.571,31.9684,89.5432,600
1.32,0.125,-1.6875,-0.075,100,-995.75,476.5,1108.4089,31.9684,89.5432,600
1.321,0.4375,-1.7875,0.025,81.75,-998.125,489.125,1114.5312,31.977,89.5586,600
1.322,0.5625,-1.975,0.2125,79,-991.75,521.875,1123.4601,31.977,89.5586,600
1.323,0.3125,-2.125,0.2875,69.75,-983.5,546.125,1127.1157,31.9684,89.5432,600
1.324,-0.0125,-2.275,0.2125,62,-985.75,542.625,1126.9379,31.9684,89.5432,600
1.325,-0.1125,-2.425,0.225,57.375,-992.75,531.875,1127.7125,31.9727,89.5509,600
1.326,0.05,-2.5875,0.2375,42,-992.875,540.625,1131.3002,31.9684,89.5432,600
1.327,0.15,-2.7125,0.1125,48.125,-1000.375,562.125,1148.4993,31.9684,89.5432,600
1.328,-0.0125,-2.9375,0.025,20.875,-1007.625,573.375,1159.527,31.977,89.5586,600
1.329,-0.2375,-3.1875,0.025,-1.625,-1015.875,566.5,1163.1539,31.977,89.5586,600
1.33,-0.275,-3.375,-0.025,8.625,-1025,556.625,1166.4179,31.9684,89.5432,600
1.331,-0.0875,-3.6,-0.025,7.125,-1016.625,560.25,1160.8002,31.977,89.5586,600
1.332,-0.1625,-3.85,-0.125,15.875,-1014.625,571.375,1164.5537,31.9684,89.5432,600
1.333,-0.3625,-4.1375,-0.1875,1.75,-1009.75,569.75,1159.4021,31.977,89.5586,600
1.334,-0.4875,-4.3375,-0.25,30.125,-1011.125,557.75,1155.1478,31.9684,89.5432,600
1.335,-0.275,-4.6,-0.2875,30.75,-1008.75,551,1149.8361,31.9727,89.5509,600
1.336,-0.025,-4.775,-0.3375,39,-999.375,559.625,1146.0591,31.977,89.5586,600
1.337,-0.25,-4.95,-0.3375,39.375,-983.375,563.25,1133.9433,31.9684,89.5432,600
1.338,-0.625,-5.2,-0.25,29.875,-970.75,550.375,1116.3157,31.977,89.5586,600
1.339,-0.7625,-5.475,-0.1875,28.5,-973.125,521.5,1104.4215,31.977,89.5586,600
1.34,-0.625,-5.7125,-0.175,37.625,-986.5,499.625,1106.4461,31.9727,89.5509,600
1.341,-0.3875,-5.85,-0.175,44.875,-996.375,494.375,1113.1862,31.9727,89.5509,600
1.342,-0.3125,-6,-0.1375,67,-1001.125,497.125,1119.7649,31.977,89.5586,600
1.343,-0.375,-6.1125,-0.0875,88.125,-1006.25,491.125,1123.1691,31.977,89.5586,600
1.344,-0.4,-6.1,0.075,86.875,-1010.625,475.625,1120.3255,31.9727,89.5509,600
1.345,-0.3,-6.0625,0.2375,77.75,-1017.375,460.875,1119.5994,31.9727,89.5509,600
1.346,-0.1875,-6.0875,0.375,55.375,-1023,452.5,1119.9784,31.9727,89.5509,600
1.347,-0.1125,-6.1125,0.375,45.875,-1029,447.875,1123.1819,31.9684,89.5432,600
1.348,-0.0125,-6.25,0.2875,51.25,-1032.375,444.125,1125.0208,31.977,89.5586,600
1.349,0.05,-6.3125,0.2125,74,-1031.375,434.625,1121.6547,31.9727,89.5509,600
1.35,0.1,-6.0875,0.15,103.625,-1036.375,430.125,1126.8624,31.9727,89.5509,600
1.351,0.225,-5.75,0.2,114.75,-1050.25,436.375,1143.0729,31.977,89.5586,600
1.352,0.4375,-5.525,0.2,83.75,-1061.625,452.75,1157.1708,31.9727,89.5509,600
1.353,0.55,-5.5,0.025,64,-1065.875,465.75,1164.95,31.977,89.5586,600
1.354,0.4625,-5.6125,-0.1375,20.875,-1058.125,463.75,1155.4775,31.977,89.5586,600
1.355,0.5,-5.6375,-0.2875,18.625,-1055.375,458.25,1150.7199,31.9684,89.5432,600
1.356,0.75,-5.75,-0.3,20.875,-1046.625,475.75,1149.8686,31.9727,89.5509,600
1.357,0.9125,-5.8,-0.275,-10.875,-1029,518.5,1152.3027,31.9727,89.5509,600
