time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
0,-1.25,-0.25,0.1125,77,-1023.25,-299.75,1069.0274,31.977,89.5586,600
0.001,2.8125,-0.15,0.2,46.875,-986.75,-132.5,996.7091,31.9813,89.5663,600
0.002,2.4,0.1,0.1875,26.25,-916.625,167.75,932.2181,31.9813,89.5663,600
0.003,-1.9375,0.15,0.2,24.25,-938.75,157.125,952.1176,31.977,89.5586,600
0.004,-3.7375,0.0875,0.3375,28.125,-1033,-149,1044.0694,31.977,89.5586,600
0.005,-0.275,0.2125,0.425,31.625,-1056,-286.125,1094.5335,31.9813,89.5663,600
0.006,3.325,0.2625,0.35,8.875,-978,-47,979.1689,31.977,89.5586,600
0.007,1.65,0.3,0.1375,-11.5,-900.5,212.625,925.3334,31.9855,89.574,600
0.008,-2.825,0.25,0.0875,-36.375,-970,111.125,977.022,31.977,89.5586,600
0.009,-3.2875,0.275,0.1625,-11.875,-1097.125,-191.875,1113.8403,31.9813,89.5663,600
0.01,0.975,0.225,0.225,-18,-1130,-228.375,1152.9871,31.9855,89.574,600
0.011,3.675,0.225,0.225,-27.875,-1047.75,43.875,1049.0387,31.9727,89.5509,600
0.012,1.175,0.25,0.05,-32.875,-962.875,232.5,991.093,31.977,89.5586,600
0.013,-2.75,0.2125,0,-79.25,-1004.125,72.25,1009.8355,31.977,89.5586,600
0.014,-2.1875,0.2875,-0.1875,-64,-1078.25,-189.25,1096.6014,31.977,89.5586,600
0.015,1.9,0.1375,-0.2125,-104.375,-1074.625,-151,1090.1899,31.977,89.5586,600
0.016,3.25,-0.05,-0.3125,-43.625,-995.125,122.25,1003.5547,31.9727,89.5509,600
0.017,-0.0625,-0.2125,-0.3875,-40.375,-950.875,216.5,976.0459,31.9855,89.574,600
0.018,-2.9875,-0.075,-0.475,-33.625,-1020.25,-17.375,1020.9518,31.977,89.5586,600
0.019,-1.0875,0.05,-0.5625,-35.375,-1091.75,-216.875,1113.6446,31.9855,89.574,600
0.02,2.7375,-0.1375,-0.5375,-55.5,-1056.625,-97.25,1062.5414,31.9855,89.574,600
0.021,2.8375,-0.25,-0.5125,-2.125,-957.5,155.875,970.1071,31.9855,89.574,600
0.022,-1.0125,-0.2875,-0.4125,-24.375,-940.5,154.625,953.4376,31.9813,89.5663,600
0.023,-3.05,-0.125,-0.4875,-3.375,-1004.875,-116.125,1011.5682,31.9813,89.5663,600
0.024,-0.15,-0.075,-0.6625,3.125,-1030.375,-245.875,1059.3096,31.977,89.5586,600
0.025,3.15,-0.15,-0.65,-4,-995.75,-44.375,996.7463,31.977,89.5586,600
0.026,1.925,-0.125,-0.6625,20.625,-941.75,180.375,959.09,31.977,89.5586,600
0.027,-2.025,-0.125,-0.55,-2.875,-963.375,89.125,967.4931,31.9813,89.5663,600
0.028,-2.675,0.0125,-0.575,49.375,-1018.375,-184.125,1036.0635,31.9813,89.5663,600
0.029,0.95,0.0625,-0.4375,15,-1033.375,-228.875,1058.5238,31.9855,89.574,600
0.03,3.5,0.125,-0.4125,21.875,-970.25,24.375,970.8026,31.977,89.5586,600
0.031,1.1625,0.0625,-0.35,6.375,-921.875,201.5,943.6612,31.977,89.5586,600
0.032,-2.5625,0.0375,-0.1875,24.75,-990.125,34.375,991.0306,31.9727,89.5509,600
0.033,-1.875,0.15,-0.1625,52.875,-1072.875,-214.375,1095.3598,31.9813,89.5663,600
0.034,2.1875,0.175,0.0375,0.375,-1010.625,-167.25,1024.3708,31.9855,89.574,600
0.035,3.325,0.3,0.025,-11.625,-881.625,115.25,889.2021,31.9813,89.5663,600
0.036,-0.325,0.4625,-0.15,-19.25,-896.75,213.25,921.9581,31.977,89.5586,600
0.037,-3.4125,0.3625,-0.1625,-46,-1006.125,-17.25,1007.3237,31.977,89.5586,600
0.038,-1.425,0.1125,-0.1,-8.25,-1089.375,-225.875,1112.5761,31.977,89.5586,600
0.039,2.6875,-0.025,-0.0125,15.125,-1033.75,-101.875,1038.8678,31.9855,89.574,600
0.04,2.9125,-0.0125,0.2,-47.125,-942.625,176.5,960.164,31.977,89.5586,600
0.041,-1.0375,0.125,0.2375,-51.875,-942.5,205.125,965.9573,31.9813,89.5663,600
0.042,-3.35,0.1375,0.1,-50.75,-1006.875,-60.25,1009.9519,31.9855,89.574,600
0.043,-0.625,-0.05,-0.1125,-44.625,-1018,-219,1042.2458,31.977,89.5586,600
0.044,2.8875,-0.25,-0.2375,-23.875,-959.375,-41.625,960.5743,31.977,89.5586,600
0.045,1.725,-0.3625,-0.175,-47.125,-927.25,208.25,951.5153,31.977,89.5586,600
0.046,-2.3875,-0.1375,-0.1375,-48.75,-983.125,141.875,994.5048,31.977,89.5586,600
0.047,-3.2625,-0.075,-0.1,-29.875,-1060.875,-131.5,1069.4113,31.977,89.5586,600
0.048,0.225,-0.4375,0.1125,-45,-1043.875,-224.25,1068.6384,31.977,89.5586,600
0.049,3.025,-0.5375,-0.025,40.25,-994.25,8.125,995.0976,31.977,89.5586,600
0.05,1.0375,-0.475,-0.0125,-8.875,-928.75,196.75,949.4029,31.977,89.5586,600
0.051,-2.5875,-0.2875,-0.0375,-34.125,-979.25,68.75,982.2533,31.9813,89.5663,600
0.052,-2.575,-0.25,-0.1125,-1.625,-1060.125,-185.25,1076.1901,31.9813,89.5663,600
0.053,0.975,-0.3875,0.1,16.875,-1026.875,-212.5,1048.7675,31.9813,89.5663,600
0.054,2.8625,-0.3,0.1375,49.125,-930,34.25,931.9261,31.9813,89.5663,600
0.055,0.1875,-0.225,0.15,2.75,-884,163.125,898.929,31.9813,89.5663,600
0.056,-2.9375,-0.0125,0.0875,28.375,-988,8.75,988.4461,31.977,89.5586,600
0.057,-2.0125,-0.0625,0.2125,19.125,-1057.125,-198.125,1075.701,31.9855,89.574,600
0.058,1.5875,-0.0125,0.2625,36.875,-1039.125,-152.375,1050.8847,31.977,89.5586,600
0.059,2.4625,0.0375,0.2375,46.75,-965.25,63.125,968.441,31.977,89.5586,600
0.06,-0.325,0.0875,0.375,17.5,-971,132.375,980.1379,31.9813,89.5663,600
0.061,-2.4875,0.075,0.475,-7.375,-1021.625,-49,1022.826,31.977,89.5586,600
0.062,-0.775,0.0875,0.3125,-49.375,-1039.375,-208.375,1061.2061,31.9813,89.5663,600
0.063,2.25,0.175,0.1125,-23.625,-995.5,-105.375,1001.3402,31.977,89.5586,600
0.064,2.1875,0.2125,0.0375,-23.75,-946.125,125.375,954.6913,31.977,89.5586,600
0.065,-0.9875,0.35,-0.025,12.5,-988.25,144.875,998.8909,31.977,89.5586,600
0.066,-2.7875,0.3375,0.0125,-35.125,-1059.5,-75.125,1062.7407,31.9727,89.5509,600
0.067,-0.375,0.225,0.0125,-71.125,-1083.375,-208.5,1105.5462,31.9813,89.5663,600
0.068,2.65,0.15,-0.2625,-32,-1017.5,-48.125,1019.14,31.9855,89.574,600
0.069,1.8,0.05,-0.2375,-68.125,-965.375,162.625,981.3444,31.9813,89.5663,600
0.07,-1.5375,0.1625,-0.3375,-14.75,-1004.5,125,1012.3551,31.9813,89.5663,600
0.071,-2.525,0.0625,-0.2625,-76.25,-1083.5,-109.625,1091.6977,31.9855,89.574,600
0.072,0.4125,0.0875,-0.375,-26.5,-1084.625,-192.75,1101.9375,31.977,89.5586,600
0.073,2.9125,-0.05,-0.375,-29.25,-1004.625,2.375,1005.0535,31.9813,89.5663,600
0.074,1.3625,-0.05,-0.4125,-35.25,-941.375,194.625,961.9295,31.977,89.5586,600
0.075,-2.05,0.0875,-0.6375,-33.625,-953,94,958.2148,31.977,89.5586,600
0.076,-2.35,0.025,-0.7,-48.875,-1014.75,-151.5,1027.1604,31.977,89.5586,600
0.077,0.925,-0.05,-0.7375,-1.125,-1039.25,-178.625,1054.4898,31.977,89.5586,600
0.078,3.0375,-0.0625,-0.6,-6.5,-1005.125,55.25,1006.6633,31.977,89.5586,600
0.079,0.9,-0.0125,-0.5125,12.625,-947.25,195.5,967.2963,31.9813,89.5663,600
0.08,-2.3375,-0.1125,-0.425,-10.375,-948.875,28.625,949.3634,31.977,89.5586,600
0.081,-1.675,-0.2625,-0.425,8.875,-983.75,-206.75,1005.2803,31.977,89.5586,600
0.082,1.8375,-0.3375,-0.3375,30.5,-983.375,-141.125,993.918,31.977,89.5586,600
0.083,2.925,-0.25,-0.15,30.625,-918.125,126.875,927.3557,31.977,89.5586,600
0.084,-0.425,-0.125,-0.05,36.625,-895.875,191.875,916.9239,31.977,89.5586,600
0.085,-3.3,-0.125,0.075,3.375,-980.875,-65.75,983.082,31.9813,89.5663,600
0.086,-1.1375,-0.2125,0.2125,27.5,-1051.75,-262.375,1084.3316,31.9813,89.5663,600
0.087,2.8375,-0.125,0.2375,45,-997.25,-95.5,1002.8224,31.977,89.5586,600
0.088,2.4625,0,0.3625,-16.75,-895.25,197,916.8218,31.9813,89.5663,600
0.089,-1.95,0.05,0.2875,-10.875,-911.75,180.625,929.5331,31.977,89.5586,600
0.09,-3.9125,-0.0125,0.35,-10.75,-1007.875,-114.5,1014.415,31.9813,89.5663,600
0.091,-0.6125,-0.025,0.5625,22.75,-1061.5,-250.75,1090.9516,31.977,89.5586,600
0.092,2.925,0.075,0.7,-1.5,-1015.625,-24.25,1015.9156,31.9855,89.574,600
0.093,1.275,0.0875,0.6375,-49.375,-985,203.125,1006.9373,31.977,89.5586,600
0.094,-2.775,0.1375,0.475,-66,-1029.25,71.25,1033.8221,31.977,89.5586,600
0.095,-2.8125,0.05,0.35,-52.75,-1077.5,-209.25,1098.8969,31.977,89.5586,600
0.096,1.375,-0.0125,0.2875,-44,-1052.5,-202.375,1072.6826,31.977,89.5586,600
0.097,3.2875,-0.0375,0.15,-40.375,-1011.875,95,1017.1264,31.977,89.5586,600
0.098,0.05,-0.025,0.0125,-37,-988.875,216.125,1012.8933,31.977,89.5586,600
0.099,-3.3,-0.1375,-0.1,-50.75,-1044.25,-11.5,1045.5457,31.977,89.5586,600
0.1,-1.5375,-0.25,-0.2375,-19.125,-1115.125,-249.25,1142.8014,31.977,89.5586,600
0.101,2.7625,-0.3375,-0.1,-44.75,-1067,-136.875,1076.6737,31.977,89.5586,600
0.102,3.275,-0.1875,-0.3,-46.75,-933.625,150,946.753,31.977,89.5586,600
0.103,-0.775,-0.1875,-0.5875,-30,-885.125,179,903.5415,31.9813,89.5663,600
0.104,-3.25,-0.3125,-0.6375,1,-976.125,-76.625,979.1284,31.977,89.5586,600
0.105,-0.625,-0.25,-0.4,27.75,-1067.375,-217.125,1089.5883,31.9813,89.5663,600
0.106,2.85,-0.1125,-0.2,37.625,-1012.25,-55.625,1014.4752,31.977,89.5586,600
0.107,2.1,-0.125,-0.175,8.5,-902.5,155.875,915.9015,31.9813,89.5663,600
0.108,-1.5,-0.025,-0.2125,75.875,-905.875,117,916.5454,31.977,89.5586,600
0.109,-2.6875,-0.0875,0.05,-0.625,-978.375,-98.125,983.2836,31.977,89.5586,600
0.11,-0.05,0.025,0.0125,15.25,-1026.375,-172.875,1040.9438,31.977,89.5586,600
0.111,2.125,-0.0375,0.075,-21,-968.625,-14.875,968.9668,31.977,89.5586,600
0.112,0.6625,0,-0.0125,-0.25,-924.125,119.5,931.8194,31.9727,89.5509,600
0.113,-2,0.125,-0.0375,78.5,-958,41,962.0848,31.9813,89.5663,600
0.114,-1.875,0.2625,0.125,-17.125,-1015.875,-114.125,1022.4088,31.9855,89.574,600
0.115,0.5625,0.4875,0.1125,-19.125,-1049.125,-112.875,1055.3529,31.9813,89.5663,600
0.116,1.55,0.35,0.15,-20.375,-1032,35.5,1032.8114,31.977,89.5586,600
0.117,-0.0625,0.2125,0.2375,-28.375,-1016.75,89.75,1021.0978,31.9813,89.5663,600
0.118,-1.675,0.1625,0.225,-18.25,-1043.75,-43.75,1044.8259,31.9855,89.574,600
0.119,-0.575,0.1,0.15,-102.625,-1061.75,-163,1079.0801,31.9813,89.5663,600
0.12,1.6375,0.05,-0.275,-66.25,-1058,-76.25,1062.811,31.977,89.5586,600
0.121,1.65,-0.075,-0.4125,-17.25,-1022.5,83.5,1026.0488,31.977,89.5586,600
0.122,-0.45,-0.0125,-0.4,-13.5,-1016.25,95.375,1020.8049,31.9813,89.5663,600
0.123,-1.5875,0.0125,-0.3,-7,-1064.375,-56.375,1065.8899,31.9727,89.5509,600
0.124,0.0125,-0.0875,-0.1875,-67.25,-1059.625,-141.625,1071.1607,31.977,89.5586,600
0.125,2.125,-0.1,-0.25,-34.875,-1000,-33.5,1001.1686,31.977,89.5586,600
0.126,1.525,-0.225,-0.3125,-27,-933.875,120.375,941.9881,31.977,89.5586,600
0.127,-1.0125,-0.175,-0.325,-2.625,-951.875,85.75,955.7332,31.977,89.5586,600
0.128,-1.75,-0.025,-0.2625,14.5,-1026.375,-80.75,1029.6487,31.977,89.5586,600
0.129,0.3625,-0.1125,-0.1625,-31.5,-1026,-140.75,1036.0882,31.977,89.5586,600
0.13,2.2375,-0.275,-0.1875,-3,-971.375,4.625,971.3906,31.9727,89.5509,600
0.131,0.975,-0.25,-0.0875,15.375,-923.75,137.375,934.0355,31.977,89.5586,600
0.132,-1.475,-0.1375,-0.0875,2.75,-926.75,62.125,928.834,31.977,89.5586,600
0.133,-1.65,-0.1,-0.125,-10.5,-984.5,-109.625,990.6403,31.977,89.5586,600
0.134,0.625,-0.1125,-0.0125,38.375,-1008.75,-126.625,1017.3903,31.977,89.5586,600
0.135,2.0125,-0.1375,0.2375,20,-929,32.625,929.7878,31.9813,89.5663,600
0.136,0.3625,-0.0375,0.1125,42.25,-872.125,139.875,884.2806,31.977,89.5586,600
0.137,-2.1,-0.025,0.1375,-17.625,-927.5,25.5,928.0179,31.9813,89.5663,600
0.138,-1.55,0.15,0.05,12.25,-1043.875,-119.625,1050.7784,31.977,89.5586,600
0.139,0.9,-0.0625,0.3125,1.875,-1055.375,-93.25,1059.4883,31.9813,89.5663,600
0.14,1.5625,-0.0625,0.4375,22.125,-1001.875,48.625,1003.2983,31.9813,89.5663,600
0.141,-0.425,-0.05,0.5,-50.25,-987.625,73.375,991.6209,31.977,89.5586,600
0.142,-1.825,-0.1125,0.35,-81.125,-1004.875,-68.875,1010.4943,31.977,89.5586,600
0.143,-0.5,-0.125,0.125,-30.25,-1008.125,-146.875,1019.217,31.977,89.5586,600
0.144,1.1875,-0.1375,0.15,-36.875,-999.5,-29.25,1000.6076,31.977,89.5586,600
0.145,0.4125,-0.0625,0.0375,-12,-981.25,94,985.8152,31.977,89.5586,600
0.146,-1.6375,-0.05,-0.0125,3.125,-1018.625,38.875,1019.3713,31.977,89.5586,600
0.147,-1.85,-0.025,0.1375,-27.75,-1070.875,-114.125,1077.2965,31.977,89.5586,600
0.148,0.45,0.1125,0.0625,-18.25,-1057.375,-128.5,1065.3108,31.9855,89.574,600
0.149,1.9,0.025,0.0375,-42.875,-972,38.75,973.7165,31.977,89.5586,600
0.15,0.0875,0.125,-0.175,-20.125,-959.375,134.875,969.0184,31.977,89.5586,600
0.151,-2.3375,0.2,-0.2,-9.625,-1021.875,-9.25,1021.9622,31.9813,89.5663,600
0.152,-1.25,0.075,-0.175,-33.5,-1067.875,-171.625,1082.0972,31.9855,89.574,600
0.153,1.6125,0.05,-0.1875,9.375,-1052,-116.375,1058.4588,31.9855,89.574,600
0.154,2.2,0.15,-0.2,9,-982.625,70,985.1563,31.977,89.5586,600
0.155,-0.15,0.1875,-0.2625,-22.375,-944.25,120.625,952.1865,31.9813,89.5663,600
0.156,-2.075,0.1625,-0.3375,26.625,-1017.125,-26.125,1017.8088,31.977,89.5586,600
0.157,-0.7875,-0.025,-0.1625,-18.875,-1053.25,-167.875,1066.7117,31.977,89.5586,600
0.158,1.8125,0.025,-0.175,5.75,-1009.25,-97.125,1013.9289,31.977,89.5586,600
0.159,1.9,0.025,-0.2,-34.5,-953.75,78.5,957.5968,31.977,89.5586,600
0.16,-0.575,0.0375,-0.3375,11.125,-975.25,98,980.2246,31.977,89.5586,600
0.161,-1.7625,-0.075,-0.2125,25.375,-1041.75,-47.5,1043.141,31.977,89.5586,600
0.162,-0.0375,0.025,-0.15,-9.625,-1046.125,-144.5,1056.1015,31.9813,89.5663,600
0.163,1.875,0.0375,-0.175,-22.625,-981,-59.75,983.0783,31.9855,89.574,600
0.164,1.3875,0,-0.0125,-6.5,-923.375,98,928.5837,31.977,89.5586,600
0.165,-0.9625,0.1125,0,-15.375,-943.875,93.5,948.6193,31.9813,89.5663,600
0.166,-1.95,0.1375,-0.1125,-34.5,-1011.5,-69.125,1014.446,31.9727,89.5509,600
0.167,-0.0125,0.0625,-0.2375,-12.75,-1045.875,-131.25,1054.1554,31.977,89.5586,600
0.168,1.925,-0.0125,-0.1,-26.625,-998.75,3.125,999.1097,31.977,89.5586,600
0.169,0.975,0.1125,0.0625,6.75,-943.25,124.125,951.4059,31.977,89.5586,600
0.17,-1.2875,0.1875,0.125,-29.25,-956.125,71.375,959.2314,31.9813,89.5663,600
0.171,-1.5125,0.0875,0.075,-44.375,-1025.5,-89.375,1030.3433,31.9898,89.5817,600
0.172,0.65,-0.025,-0.0375,12.375,-1043.5,-105.75,1048.9178,31.9813,89.5663,600
0.173,1.95,-0.075,0.025,-20.625,-1000.125,31.375,1000.8296,31.977,89.5586,600
0.174,0.4375,-0.075,-0.0875,-34.25,-969,113.875,976.2692,31.9727,89.5509,600
0.175,-1.5875,-0.2375,-0.075,-57.25,-986.75,-2.5,988.4126,31.977,89.5586,600
0.176,-1.0375,-0.2875,-0.1,-21,-1021.25,-133.625,1030.169,31.9727,89.5509,600
0.177,1.225,-0.3625,-0.125,-8.625,-1013.625,-85.375,1017.2507,31.9727,89.5509,600
0.178,1.8,-0.325,-0.0875,-9.125,-959.875,75.375,962.8731,31.977,89.5586,600
0.179,-0.4625,-0.3625,-0.05,-16.25,-952.375,103.875,958.1609,31.977,89.5586,600
0.18,-2.25,-0.2875,0.0125,15.75,-1012.875,-64.875,1015.0727,31.977,89.5586,600
0.181,-0.75,-0.3625,0.3125,-22.625,-1041.5,-168.875,1055.3449,31.9813,89.5663,600
0.182,1.6625,-0.3,0.35,16,-988,-57.875,989.823,31.9727,89.5509,600
0.183,1.3125,-0.2375,0.225,37.5,-929.625,114.75,937.4308,31.9855,89.574,600
0.184,-1.2625,-0.1375,0.025,3.25,-940.5,87.375,944.5556,31.977,89.5586,600
0.185,-2.2375,0,-0.0375,32.875,-993.25,-97.875,998.6019,31.977,89.5586,600
0.186,-0.1125,0.1,0.225,27.125,-1022,-146,1032.7322,31.9813,89.5663,600
0.187,1.6,0.2875,0.3875,20.375,-1000.5,3.75,1000.7145,31.9813,89.5663,600
0.188,0.35,0.35,0.35,-3.75,-960.75,103.25,966.2894,31.977,89.5586,600
0.189,-1.7375,0.275,0.275,-26.75,-981.375,5.75,981.7563,31.977,89.5586,600
0.19,-1.4375,0.225,0.1375,-12.125,-1032.875,-142.25,1042.695,31.9813,89.5663,600
0.191,0.95,0.1625,0.1,-4.25,-1033,-115.125,1039.4041,31.977,89.5586,600
0.192,1.8125,0.2,0.0625,-27.5,-1001.875,53.5,1003.6792,31.9813,89.5663,600
0.193,-0.225,0.2375,-0.0375,-45.375,-1022.25,90.75,1027.2729,31.9855,89.574,600
0.194,-1.7125,0.15,-0.0625,-19.875,-1068.625,-54.125,1070.1794,31.977,89.5586,600
0.195,-0.375,0.1,-0.15,-4.625,-1083.5,-150.75,1093.9466,31.977,89.5586,600
0.196,1.7625,0.05,-0.175,-44.75,-1056,-58.625,1058.5724,31.977,89.5586,600
0.197,1.5625,0.05,-0.2,-67.75,-1020.875,90.125,1027.0824,31.977,89.5586,600
0.198,-0.6125,-0.1,-0.2125,-55.75,-1033.375,76.875,1037.7291,31.977,89.5586,600
0.199,-1.375,-0.1125,-0.375,-25.625,-1064.75,-77.5,1067.8743,31.9855,89.574,600
0.2,0.375,-0.05,-0.45,-69.625,-1063.625,-144.875,1075.7019,31.977,89.5586,600
0.201,2.125,-0.1125,-0.6375,-70,-998.125,-29.875,1001.0225,31.977,89.5586,600
0.202,1.3625,-0.2125,-0.7625,-26.375,-935.25,100.625,941.0173,31.977,89.5586,600
0.203,-0.85,-0.0125,-0.7375,21.875,-966.875,77.875,970.2527,31.977,89.5586,600
0.204,-1.3,0.125,-0.6625,-21.625,-1039.125,-54.375,1040.7714,31.977,89.5586,600
0.205,0.5,0.0625,-0.6875,-21.75,-1055.5,-107.875,1061.2211,31.9727,89.5509,600
0.206,1.8875,-0.075,-0.55,-35.875,-1004.75,-19.125,1005.5721,31.9727,89.5509,600
0.207,1.2125,-0.1125,-0.525,10.125,-935.125,73.875,938.0932,31.9727,89.5509,600
0.208,-0.325,-0.1375,-0.525,31.5,-924.125,52,926.1227,31.977,89.5586,600
0.209,-0.675,-0.0375,-0.5,31.375,-969,-38.125,970.2571,31.977,89.5586,600
0.21,0.35,0.0625,-0.4,-4.375,-991.375,-76.25,994.3126,31.977,89.5586,600
0.211,1.125,0.1125,-0.45,3.25,-968.75,-26.375,969.1144,31.977,89.5586,600
0.212,0.6375,-0.0375,-0.3625,49.875,-951.25,38,953.3143,31.977,89.5586,600
0.213,-0.375,-0.075,0.075,42.375,-962.75,31.875,964.2091,31.977,89.5586,600
0.214,-0.7375,0.075,0.2875,32,-985.5,-39.625,986.8153,31.977,89.5586,600
0.215,-0.0625,0.025,0.2375,-54.5,-975.625,-86.25,980.9452,31.9855,89.574,600
0.216,0.7125,-0.05,-0.0125,-17.25,-968.625,-42.125,969.694,31.9855,89.574,600
0.217,0.4,-0.175,0.0125,13.125,-952,35.375,952.7474,31.977,89.5586,600
0.218,-0.675,-0.0375,0.225,15.5,-976.375,41,977.3584,31.9727,89.5509,600
0.219,-1.0625,0.15,0.3125,2.375,-1028.625,-24.25,1028.9136,31.9813,89.5663,600
0.22,-0.3375,0.175,0.2125,-2.875,-1041,-77.125,1043.857,31.977,89.5586,600
0.221,0.6375,0.15,0.125,-23.75,-1020.5,-48.875,1021.9457,31.977,89.5586,600
0.222,0.7125,0.125,0.075,-24,-976.375,23.5,976.9526,31.9813,89.5663,600
0.223,-0.25,0.05,0.0875,-25,-967.375,45.375,968.7612,31.977,89.5586,600
0.224,-0.95,0.05,0.2125,-21.75,-1017.75,-8.5,1018.0179,31.977,89.5586,600
0.225,-0.4875,0.05,0.1875,-32,-1052.375,-66.625,1054.9673,31.977,89.5586,600
0.226,0.5125,0.0375,0.05,-32.375,-1050,-65.75,1052.5546,31.977,89.5586,600
0.227,0.85,0.05,-0.125,-62.625,-978,-2.75,980.0069,31.977,89.5586,600
0.228,0.1125,0.0875,-0.325,-26.875,-956,31.875,956.9087,31.977,89.5586,600
0.229,-0.625,0,-0.2,1.875,-1002,9.625,1002.048,31.977,89.5586,600
0.23,-0.35,0.0125,-0.0625,11.875,-1055,-31.125,1055.5258,31.9727,89.5509,600
0.231,0.3375,0.075,-0.1125,-34.25,-1054.5,-40,1055.8141,31.977,89.5586,600
0.232,0.5625,-0.0375,-0.2,-67.75,-1017.125,-27.75,1019.7565,31.977,89.5586,600
0.233,0.2625,-0.2375,-0.2125,-27,-975.125,-11.375,975.565,31.977,89.5586,600
0.234,0,-0.3625,-0.2,-1.75,-955.375,-9.375,955.4226,31.9813,89.5663,600
0.235,-0.0625,-0.225,-0.3,2.75,-974.625,-14.375,974.7349,31.977,89.5586,600
0.236,-0.0125,0.0125,-0.375,4.125,-997.75,-6.125,997.7773,31.977,89.5586,600
0.237,-0.05,0.075,-0.25,10.5,-1025.375,0.375,1025.4288,31.977,89.5586,600
0.238,-0.15,-0.0125,-0.0375,-5,-1020.125,-14.75,1020.2439,31.977,89.5586,600
0.239,-0.0375,-0.1,0.0125,-24.625,-999.625,-33.25,1000.4809,31.977,89.5586,600
0.24,0.275,-0.1875,-0.0125,-21.25,-985.875,-24.625,986.4114,31.9813,89.5663,600
0.241,0.4375,-0.2125,-0.125,-21.625,-968.375,5.75,968.6335,31.977,89.5586,600
0.242,0.0625,-0.175,-0.15,-23,-959.625,9.5,959.9476,31.9813,89.5663,600
0.243,-0.325,-0.05,-0.125,-5.25,-978.75,-19.375,978.9558,31.977,89.5586,600
0.244,-0.0875,-0.0125,-0.0625,5.75,-985.375,-37.75,986.1146,31.9813,89.5663,600
0.245,0.3875,0.1375,-0.1375,20.375,-986.5,-12.875,986.7944,31.977,89.5586,600
0.246,0.3125,0.1,-0.075,-9.25,-993.75,19,993.9747,31.977,89.5586,600
0.247,-0.1875,0,0.1125,-20.5,-992.25,8.625,992.4992,31.977,89.5586,600
0.248,-0.35,-0.0625,0.1875,-11.375,-1003.875,-26.625,1004.2924,31.9855,89.574,600
0.249,-0.05,-0.125,0.1625,-19,-998.25,-40.25,999.2418,31.9855,89.574,600
0.25,0.2375,-0.0375,0.0125,-16.625,-974.5,-12.875,974.7268,31.977,89.5586,600
0.251,-0.1,0.1,-0.1375,-7.875,-963.25,12.625,963.3649,31.9813,89.5663,600
0.252,-0.6875,0.1,-0.2,-11.25,-983.375,-8.375,983.475,31.9813,89.5663,600
0.253,-0.6375,0.0625,-0.1875,2.25,-1010.625,-50.5,1011.8884,31.977,89.5586,600
0.254,-0.0375,-0.025,-0.025,-1.875,-1023,-49.75,1024.2107,31.9855,89.574,600
0.255,0.3125,-0.0875,0.1125,-14.5,-1014.5,-1.5,1014.6047,31.9813,89.5663,600
0.256,-0.125,-0.1,0.125,-10.875,-997.75,20.5,998.0198,31.9684,89.5432,600
0.257,-0.6625,-0.1,0.0375,-5,-982,-17.875,982.1754,31.977,89.5586,600
0.258,-0.375,-0.05,0,-6.875,-979.5,-47.625,980.6812,31.977,89.5586,600
0.259,0.2625,0,-0.075,9.75,-972.625,-12.625,972.7558,31.977,89.5586,600
0.26,0.0375,0.0375,-0.0125,16.625,-984.375,30.5,984.9877,31.9813,89.5663,600
0.261,-0.55,0.1125,0.1625,6.75,-1006.125,9.125,1006.189,31.977,89.5586,600
0.262,-0.45,-0.0125,0.3,1.25,-1016.75,-42.5,1017.6386,31.977,89.5586,600
0.263,0.3125,-0.0625,0.3125,-7.375,-1001.875,-40.625,1002.7254,31.977,89.5586,600
0.264,0.6375,-0.025,0.3,-16,-972.625,13.125,972.8451,31.9813,89.5663,600
0.265,0.0625,-0.0125,0.2625,-21.375,-959.375,43.375,960.5929,31.977,89.5586,600
0.266,-0.675,-0.0875,0.2625,-26.375,-975.75,14.875,976.2197,31.977,89.5586,600
0.267,-0.575,-0.1,0.2,-21.625,-1007.5,-27.25,1008.1004,31.9813,89.5663,600
0.268,0.0625,-0.05,0.175,-23,-1027.25,-24.125,1027.7906,31.9813,89.5663,600
0.269,0.3625,-0.0875,0.2,-35.125,-1016.25,21.375,1017.0815,31.977,89.5586,600
0.27,-0.0375,-0.35,0.2375,-45.5,-1003.625,50,1005.8993,31.977,89.5586,600
0.271,-0.625,-0.65,0.3,-54,-1013.375,23.75,1015.0906,31.977,89.5586,600
0.272,-0.3875,-0.7,0.2875,-65.125,-1025.375,-12,1027.5111,31.977,89.5586,600
0.273,0.2875,-0.725,0.25,-78.125,-1015.875,6.875,1018.8978,31.9813,89.5663,600
0.274,0.4375,-0.875,0.1875,-93,-1002.625,65.375,1009.0489,31.977,89.5586,600
0.275,-0.2375,-1.075,0.0625,-90.5,-1015.5,86.375,1023.177,31.9813,89.5663,600
0.276,-0.6625,-1.25,0.0125,-100.75,-1037.625,51.25,1043.7637,31.977,89.5586,600
0.277,-0.15,-1.3875,0.0375,-120,-1042.625,25.25,1049.8116,31.977,89.5586,600
0.278,0.5875,-1.6875,-0.0125,-149.375,-1024.75,63.875,1037.5478,31.977,89.5586,600
